"country","species","indoor_host","outdoor_host","combined_host","host_unit","indoor_biting","outdoor_biting","indoor_outdoor_biting_units","combined_1830_2130","combined_2130_0030","combined_0030_0330","combined_0330_0630","citation"
"India","Anopheles annularis complex",23.8,NA,NA,"HBI (%)",NA,NA,"","","","","","Dhiman, S., Rabha, B., Goswami, S., Das, N.G., Baruah, I., Bhola, R.K. and Veer, V. (2014).  Insecticide resistance and human blood meal preference of Anopheles annularis in Asom-Meghalaya border area, northeast India. Journal of Vector Borne Diseases, 51(2):133-136"
"India","Anopheles annularis complex",17.6,NA,NA,"HBI (%)",NA,NA,"","","","","","Dhiman, S., Rabha, B., Goswami, S., Das, N.G., Baruah, I., Bhola, R.K. and Veer, V. (2014).  Insecticide resistance and human blood meal preference of Anopheles annularis in Asom-Meghalaya border area, northeast India. Journal of Vector Borne Diseases, 51(2):133-136"
"India","Anopheles culicifacies (Sp. A)",3.2,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. B)",1.2,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. C)",0.7,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. B)",1.7,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. C)",1,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. B)",0.5,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. C)",0.9,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. A)",4.1,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. B)",0.9,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. C)",0.8,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. D)",1.2,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. A)",3.9,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. B)",1.1,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. C)",1.1,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. D)",1.35,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. B)",1.2,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. C)",0.83,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. A)",4.4,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. B)",1.3,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. C)",1.31,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. D)",0.91,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. A)",4.8,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. B)",1,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. C)",1.37,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles culicifacies (Sp. D)",0.98,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles fluviatilis (Sp. S)",85,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles fluviatilis (Sp.T)",0,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles fluviatilis (Sp. S)",73.8,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles fluviatilis (Sp.T)",0,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles fluviatilis (Sp. S)",80.6,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles fluviatilis (Sp.T)",0,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles fluviatilis (Sp. S)",78.26,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles fluviatilis (Sp.T)",0,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles fluviatilis (Sp. S)",60.7,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles fluviatilis (Sp.T)",0,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles fluviatilis (Sp. S)",90.4,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles fluviatilis (Sp.T)",0,NA,NA,"HBI (%)",NA,NA,"","","","","","Tripathy, A., Samanta, L., Das, S., Parida, S.K., Marai, N., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2010).  Distribution of sibling species of Anopheles culicifacies s.l. and Anopheles fluviatilis s.l. and their vectorial capacity in eight different malaria endemic districts of Orissa, India. Memórias do Instituto Oswaldo Cruz, 105(8):981-987"
"India","Anopheles fluviatilis (Sp. S)",91.8,NA,NA,"HBI (%)",NA,NA,"","","","","","Nanda, N., Bhatt, R.M., Sharma, S.N., Rana, P.K., Kar, N.P., Sharma, A. and Adak, T. (2012).  Prevalence and incrimination of Anopheles fluviatilis species S (Diptera: Culicidae) in a malaria endemic forest area of Chhattisgarh state, central India. Parasites & Vectors, 5(1):215"
"India","Anopheles fluviatilis (Sp.T)",12.7,NA,NA,"HBI (%)",NA,NA,"","","","","","Nanda, N., Bhatt, R.M., Sharma, S.N., Rana, P.K., Kar, N.P., Sharma, A. and Adak, T. (2012).  Prevalence and incrimination of Anopheles fluviatilis species S (Diptera: Culicidae) in a malaria endemic forest area of Chhattisgarh state, central India. Parasites & Vectors, 5(1):215"
"India","Anopheles culicifacies (Sp. B)",0,NA,NA,"HBI (%)",NA,NA,"","","","","","Nanda, N., Bhatt, R.M., Sharma, S.N., Rana, P.K., Kar, N.P., Sharma, A. and Adak, T. (2012).  Prevalence and incrimination of Anopheles fluviatilis species S (Diptera: Culicidae) in a malaria endemic forest area of Chhattisgarh state, central India. Parasites & Vectors, 5(1):215"
"India","Anopheles culicifacies (Sp. C)",0,NA,NA,"HBI (%)",NA,NA,"","","","","","Nanda, N., Bhatt, R.M., Sharma, S.N., Rana, P.K., Kar, N.P., Sharma, A. and Adak, T. (2012).  Prevalence and incrimination of Anopheles fluviatilis species S (Diptera: Culicidae) in a malaria endemic forest area of Chhattisgarh state, central India. Parasites & Vectors, 5(1):215"
