"country","species","indoor_host","outdoor_host","combined_host","host_unit","indoor_biting","outdoor_biting","indoor_outdoor_biting_units","combined_1830_2130","combined_2130_0030","combined_0030_0330","combined_0330_0630","citation"
"India","Anopheles culicifacies complex",21.1,NA,NA,"HBI (%)",NA,NA,"","","","","","Kumari, S., Parida, S.K., Marai, N., Tripathy, A., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2009).  Vectorial role of Anopheles subpictus Grassi and Anopheles culicifacies Giles in Angul District, Orissa, India. The Southeast Asian Journal of Tropical Medicine and Public Health, 40(4):713-719"
"India","Anopheles subpictus complex",29.3,NA,NA,"HBI (%)",NA,NA,"","","","","","Kumari, S., Parida, S.K., Marai, N., Tripathy, A., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2009).  Vectorial role of Anopheles subpictus Grassi and Anopheles culicifacies Giles in Angul District, Orissa, India. The Southeast Asian Journal of Tropical Medicine and Public Health, 40(4):713-719"
"India","Anopheles culicifacies complex",26.8,NA,NA,"HBI (%)",NA,NA,"","","","","","Kumari, S., Parida, S.K., Marai, N., Tripathy, A., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2009).  Vectorial role of Anopheles subpictus Grassi and Anopheles culicifacies Giles in Angul District, Orissa, India. The Southeast Asian Journal of Tropical Medicine and Public Health, 40(4):713-719"
"India","Anopheles subpictus complex",27.8,NA,NA,"HBI (%)",NA,NA,"","","","","","Kumari, S., Parida, S.K., Marai, N., Tripathy, A., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2009).  Vectorial role of Anopheles subpictus Grassi and Anopheles culicifacies Giles in Angul District, Orissa, India. The Southeast Asian Journal of Tropical Medicine and Public Health, 40(4):713-719"
"India","Anopheles culicifacies complex",28.1,NA,NA,"HBI (%)",NA,NA,"","","","","","Kumari, S., Parida, S.K., Marai, N., Tripathy, A., Hazra, R.K., Kar, S.K. and Mahapatra, N. (2009).  Vectorial role of Anopheles subpictus Grassi and Anopheles culicifacies Giles in Angul District, Orissa, India. The Southeast Asian Journal of Tropical Medicine and Public Health, 40(4):713-719"
"Lao People's Democratic Republic","Anopheles aconitus",NA,22.87,NA,"AI",NA,NA,"","","","","","Toma, T., Miyagi, I., Okazawa, T., Kobayashi, J., Saita, S., Tuzuki, A., Keomanila, H., Nambanya, S., Phompida, S., Uza, M. and Takakura, M. (2002).  Entomological surveys of malaria in Khammouane Province, Lao PDR, in 1999 and 2000. The Southeast Asian Journal of Tropical Medicine and Public Health, 33(3):532-46"
"Lao People's Democratic Republic","Anopheles annularis complex",NA,3.55,NA,"AI",NA,NA,"","","","","","Toma, T., Miyagi, I., Okazawa, T., Kobayashi, J., Saita, S., Tuzuki, A., Keomanila, H., Nambanya, S., Phompida, S., Uza, M. and Takakura, M. (2002).  Entomological surveys of malaria in Khammouane Province, Lao PDR, in 1999 and 2000. The Southeast Asian Journal of Tropical Medicine and Public Health, 33(3):532-46"
"Lao People's Democratic Republic","Anopheles dirus complex",NA,71.63,NA,"AI",NA,NA,"","","","","","Toma, T., Miyagi, I., Okazawa, T., Kobayashi, J., Saita, S., Tuzuki, A., Keomanila, H., Nambanya, S., Phompida, S., Uza, M. and Takakura, M. (2002).  Entomological surveys of malaria in Khammouane Province, Lao PDR, in 1999 and 2000. The Southeast Asian Journal of Tropical Medicine and Public Health, 33(3):532-46"
"Lao People's Democratic Republic","Maculatus Group",NA,38.89,NA,"AI",NA,NA,"","","","","","Toma, T., Miyagi, I., Okazawa, T., Kobayashi, J., Saita, S., Tuzuki, A., Keomanila, H., Nambanya, S., Phompida, S., Uza, M. and Takakura, M. (2002).  Entomological surveys of malaria in Khammouane Province, Lao PDR, in 1999 and 2000. The Southeast Asian Journal of Tropical Medicine and Public Health, 33(3):532-46"
"Lao People's Democratic Republic","Anopheles minimus complex",NA,44.55,NA,"AI",NA,NA,"","","","","","Toma, T., Miyagi, I., Okazawa, T., Kobayashi, J., Saita, S., Tuzuki, A., Keomanila, H., Nambanya, S., Phompida, S., Uza, M. and Takakura, M. (2002).  Entomological surveys of malaria in Khammouane Province, Lao PDR, in 1999 and 2000. The Southeast Asian Journal of Tropical Medicine and Public Health, 33(3):532-46"
"Lao People's Democratic Republic","Anopheles barbirostris complex",NA,3.55,NA,"AI",NA,NA,"","","","","","Toma, T., Miyagi, I., Okazawa, T., Kobayashi, J., Saita, S., Tuzuki, A., Keomanila, H., Nambanya, S., Phompida, S., Uza, M. and Takakura, M. (2002).  Entomological surveys of malaria in Khammouane Province, Lao PDR, in 1999 and 2000. The Southeast Asian Journal of Tropical Medicine and Public Health, 33(3):532-46"
